"CASE","SERIAL","subject_id","Pos","bet.ges...ms.3","STARTED","BI01","BI02","SS01_01","SS01_02","SS_Score","FF01_01","FF01_02","FF01_03","FF01_04","FF01_05","FF01_06","FF01_07","FTF6_Score","OP01_01","OP01_02","OP01_03","OP01_04","OP01_05","OP01_06","OP01_07","OP01_08","OP01_09","OP01_10","Opt_Score","Pess_Score","ME01","ME09","ME02","ME02_05","ME03","ME04","ME05","ME05_01","ME05_02","ME05_03","ME05_08","ME05_10","ME05_05","ME05_05a","ME05_06","ME05_06a","ME06","ME06_05","ME06_01","ME06_02","ME06_03","ME06_04","ME06_06","ME10","PT01_01","PT02","PT02_01","DE01","DE02_01","DE05","DE06","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME","BF"
392,NA,"w0zgar7c",47,21483,"02.04.2017 00:37",5,3,2,5,1.5,2,2,4,2,1,1,7,2,4,3,1,4,5,1,2,2,1,5,4.333333333,1.333333333,1,4,5,"19",1,2,3,2,2,1,2,1,1,"",1,"",1,2,1,1,1,1,1,5,"ob man sich durch Gebet etwas suggeriert, evtl. auch, ob Gott antwortet ;-)",2,"",1,49,1,NA,6,6,15,34,39,6,60,71,10,42,289,NA,"02.04.2017 00:42",1,0,10,10,0,0,1.4,23,0.18899433032716462
142,NA,"18cn5fb5",56,521783,"19.03.2017 19:50",5,5,3,3,3,1,1,4,4,1,4,7,2.5,5,4,3,5,5,3,3,4,1,5,5,2.333333333,1,4,3,"",1,2,4,2,2,2,1,2,1,"",1,"",4,2,2,1,2,1,2,5,"Die Einstellung auf positive /negative BIlder und Töne, beineinflusst es das Denken nach dem Gebet und in was für eine Art.",2,"",1,50,1,NA,8,7,18,78,65,10,74,90,12,28,390,NA,"19.03.2017 19:56",1,0,10,10,0,0,1.04,7,0.19474488432977366
412,NA,"mokzpbl5",48,-5816,"16.04.2017 18:15",4,3,2,2,3,4,4,4,4,2,2,5,3.333333333,4,3,1,3,4,2,3,3,2,4,3.666666667,2,1,4,5,"25",1,2,4,2,2,1,2,2,1,"",1,"",5,2,2,2,2,1,2,5,"Keine Ahnung. Das mit den Bildern und Tönen habe ich nicht kappiert. Sorry.",1,"Was postiive und negative Bilder und Töne mit Gebet zu tun haben soll.",1,50,1,NA,19,22,19,47,94,10,100,64,16,22,413,NA,"16.04.2017 18:21",1,0,10,10,0,0,0.87,3,0.19253479324615927
152,NA,"nwr3s1m0",39,360968,"19.03.2017 20:42",5,4,1,4,1.5,2,2,2,1,1,1,7,1.5,5,4,2,5,4,4,2,5,2,5,5,2,1,3,5,"45",1,2,2,1,2,2,1,1,1,"",1,"",2,2,2,1,1,1,1,5,"Wie fest wir an Gebete glauben",2,"",2,50,1,NA,10,11,29,59,88,10,89,52,13,17,378,NA,"19.03.2017 20:48",1,0,10,10,0,0,0.98,3,0.18304785195039674
11,NA,"wafzwp9k",50,53448,"13.03.2017 17:45",5,NA,1,3,2,4,3,3,5,1,2,7,3,4,3,2,5,5,2,1,4,1,3,4,1.333333333,1,4,5,"47",1,2,4,2,2,1,2,2,1,"",1,"",5,2,2,2,2,1,2,5,"",2,"",1,50,1,NA,9,32,80,109,8,109,9,15,12,NA,282,NA,"13.03.2017 17:52",1,0,9,9,3,2,1.36,121,0.18277272474907083
202,NA,"0d8auuv6",50,18398,"20.03.2017 00:33",5,5,3,5,2,6,5,1,5,1,1,7,3.166666667,4,4,1,5,5,1,1,4,1,5,4.666666667,1,1,4,5,"42",1,3,2,2,2,1,1,1,1,"",1,"",2,1,2,1,2,1,1,5,"Evtl. eine psychologische Sichtweise übers Beten",2,"",2,51,1,NA,13,15,27,68,110,12,124,95,25,36,525,NA,"20.03.2017 00:42",1,0,10,10,0,0,0.7,0,0.18249886813507893
209,NA,"21obv6z8",52,14572,"20.03.2017 07:05",5,5,3,3,3,5,4,3,3,2,2,7,3.166666667,4,4,2,4,3,4,3,4,1,5,4.333333333,2,1,3,2,"",1,2,2,1,2,1,1,2,1,"",1,"",1,1,2,1,1,1,1,4,"wie die Erfahrung ist mit dem Beten...",2,"",2,51,1,NA,6,8,17,33,45,10,57,37,14,21,248,NA,"20.03.2017 07:10",1,0,10,10,0,0,1.38,21,0.18402087977619652
423,NA,"2ml34upo",56,7052,"21.04.2017 16:32",5,1,5,3,4,2,5,4,4,2,1,5,3,3,4,2,4,4,3,1,3,1,3,3.333333333,1.333333333,1,4,5,"40",1,1,3,2,2,1,2,1,1,"",1,"",5,2,2,2,2,1,2,5,"Zusammenhang von Beten und Befindlichkeit",1,"Kann die Abfrage nicht einschätzen",2,51,1,NA,9,7,27,113,99,5,77,43,11,10,401,NA,"21.04.2017 16:39",1,0,10,10,0,0,1.22,15,0.1894895043751104
211,NA,"3as3fn9t",53,21603,"20.03.2017 07:46",5,4,3,3,3,4,5,5,5,2,4,6,4.166666667,2,4,3,4,5,2,3,4,2,2,2.666666667,2.666666667,1,3,4,"",3,1,2,2,2,1,1,1,1,"",1,"",1,2,1,1,1,1,1,4,"?????",1,"Der Bezug der dargestelllten Bilder zu diesen Fragen fehlt",2,51,1,NA,11,10,41,78,144,9,107,192,17,12,621,NA,"20.03.2017 07:56",1,0,10,10,0,0,0.81,3,0.19211812201418949
124,NA,"7e6vj6es",50,1941,"19.03.2017 18:54",1,1,3,3,3,4,4,7,7,4,7,4,5.5,3,3,3,3,5,3,3,3,3,3,3,3,1,3,4,"",3,1,1,2,1,1,1,1,1,"",1,"",1,2,1,1,1,1,1,4,"",2,"",3,51,1,NA,12,7,38,52,73,15,166,8,25,16,412,NA,"19.03.2017 19:00",1,0,10,10,3,2,1.07,46,0.19183710599893428
31,NA,"8rnutxzw",49,25294,"18.03.2017 23:16",5,5,2,3,2.5,2,1,2,3,2,1,2,1.833333333,4,3,1,5,3,3,1,3,1,5,4.666666667,1,1,3,3,"",2,1,3,2,2,2,1,1,1,"",1,"",3,2,1,1,2,1,2,4," Denken Betender Menschen positiver 
",1,"Die Bilder mit den Tönen",1,51,1,NA,20,13,44,84,148,20,145,305,18,42,839,NA,"18.03.2017 23:30",1,0,10,10,0,0,0.54,0,0.19061206290272792
424,NA,"a46zzssr",53,21273,"21.04.2017 21:22",5,4,1,3,2,4,4,6,4,2,2,6,3.666666667,4,2,3,4,5,3,2,4,3,4,4,2.666666667,1,3,5,"50",1,1,1,2,1,1,1,1,1,"",1,"",3,1,2,1,2,1,2,5,"Stressempfinden",1,"viele Bilder in kurzer Zeit ",2,51,1,NA,9,10,21,46,54,7,68,35,13,18,281,NA,"21.04.2017 21:27",1,0,10,10,0,0,1.24,12,0.19328175018856783
286,NA,"d1qe8vpk",51,41448,"21.03.2017 08:26",3,4,1,3,2,1,1,1,1,1,1,6,1,4,2,4,4,5,1,2,4,2,4,4,2.666666667,1,4,5,"51",1,2,7,2,2,2,2,2,2,"Gottesdienste",2,"med. Kreistanz",6,2,2,2,2,2,2,5,"Die Wirkkraft des Betens auf das Vertrauen ins Leben...
Ich bete täglich mehrmals kurz vor jeder Mahlzeit und am Abend vor dem Schlafengehen, also 4 Mal kurz, gehe einmal wöchentlich in den Gottesdienst und treffe mich einmal wöchentlich mit theologisch interessierten Menschen zum studieren der Theologie.
Könnten wir mal durch Euch versuchen, die Wirkkraft von Gebet nützlich zu testen? Zum Beispiel Regen in eine Region die seit Jahren auf Regen wartet hinzubitten? Das wäre messbar, hat man schon in dem Film Blue planet gemacht allerdings mit Denken und eher im Esoterischen Bereich, Eine einzelne kleine Wolke ist gekommen... aber ich glaube ein Gebet aller Religionen gemeinsam wäre doch super! Alle gleichzeitig um den Erdball in allen  oder vielen religiösen Sprachen? Könntet Ihr das mal versuchen? Die Wettermanipulation... die Krankheitspolitik stoppen umd Gesundheitspolitik zu betreiben ....um Frieden beten....um Würde...um Lösung für die Erderwärmung zu bitten.... 
Ich glaube von der Kraft eines gemeinsamen Gebetes in Gottes Sinn geht ein riesiger Impuls aus! Jeden Sonntag Abend 18 Uhr rund um den Globus 5 Min für die Kraft der Liebe die mit meinem Frieden in mir beginnt, und die sich dann den Weg für Lösungen sucht in allen Themenbereichen!  Homepage www.ausdruckstanz.net",2,"",1,51,1,NA,85,14,155,36,94,5,155,1078,10,21,442,NA,"21.03.2017 08:53",1,0,10,10,0,0,0.78,7,0.19398552543698935
107,NA,"erghcdrp",47,20201,"19.03.2017 17:40",5,4,3,2,3.5,7,7,7,7,1,1,5,5,3,3,4,2,3,1,4,2,4,2,2.333333333,4,1,3,3,"",4,1,3,2,2,2,1,1,1,"",1,"",3,2,2,1,1,1,2,3,"Vielleicht, ob beten dazu beiträgt auch bei negativen Erlebnissen, das Positive überwiegen zu lassen. Also dem Negativen nicht die Kontrolle zu überlassen?",2,"",1,51,1,NA,7,14,31,47,121,9,101,123,14,19,486,NA,"19.03.2017 17:48",1,0,10,10,0,0,0.89,2,0.1908740900174532
86,NA,"f189b2gz",47,43653,"19.03.2017 15:24",4,3,4,5,2.5,6,5,5,5,5,5,5,5.166666667,4,3,3,3,3,4,4,3,2,3,3.333333333,3,1,3,5,"50",1,1,3,2,1,2,2,1,1,"",1,"",3,1,2,2,2,1,1,4,"",2,"",2,51,1,NA,9,7,18,46,59,8,111,11,16,7,292,NA,"19.03.2017 15:29",1,0,10,10,3,2,1.46,44,0.18784538765911749
171,NA,"h09oweae",46,5191,"19.03.2017 22:10",3,5,1,1,3,4,3,1,4,1,1,1,2.333333333,1,3,1,3,3,1,3,3,1,1,1.666666667,1.666666667,1,4,5,"40",1,1,3,2,2,1,2,1,1,"",1,"",6,2,2,2,2,2,2,5,"meine Privatsphäre",1,"Die negativen Bilder",3,51,1,NA,15,6,29,125,62,10,86,44,23,79,479,NA,"19.03.2017 22:18",1,0,10,10,0,0,0.91,8,0.1840488665405929
307,NA,"hgg5edff",51,6213,"21.03.2017 16:40",5,4,2,3,2.5,4,3,4,4,2,2,6,3.166666667,5,5,2,4,4,3,3,3,1,5,4.666666667,2,1,3,2,"",1,3,2,1,2,1,1,2,1,"",1,"",1,1,2,1,1,1,1,4,"das Gebets Verhalten und die Erfahrungen der Leute mit dem Gebet. ",2,"",2,51,1,NA,6,7,18,29,50,6,50,45,13,6,230,NA,"21.03.2017 16:44",1,0,10,10,0,0,1.65,33,0.18468915829238078
147,NA,"hxcusedv",51,12936,"19.03.2017 20:18",5,5,3,4,2.5,1,1,4,2,1,3,7,2,5,3,3,5,5,2,3,4,2,5,5,2.666666667,1,4,5,"21",1,3,4,2,2,1,2,1,2,"Sprachengebet",1,"",5,2,2,2,2,1,2,5,"Ob Beten die Wahrnehmung verändert.",2,"",1,51,1,NA,7,6,17,41,66,7,86,35,13,14,292,NA,"19.03.2017 20:23",1,0,10,10,0,0,1.35,18,0.1853362812975029
422,NA,"q1vmxhr6",51,89384,"21.04.2017 09:56",5,5,1,5,1,1,1,1,7,1,1,7,2,3,3,3,5,5,3,2,3,2,5,4.333333333,2.333333333,1,1,5,"40",1,2,4,2,2,2,2,1,1,"",1,"",3,2,2,1,2,1,1,5,"ob das Gebet in Verbindung mit Zufriedenheit und Glücklich sein steht. ",2,"",1,51,1,NA,12,31,44,109,212,12,281,249,27,38,1015,NA,"21.04.2017 10:13",1,0,10,10,0,0,0.47,0,0.1859903078351
162,NA,"r3262d3h",44,9165,"19.03.2017 21:37",5,3,3,2,3.5,1,1,7,4,1,5,6,3.166666667,2,4,4,2,3,3,4,4,4,2,2,4,1,3,5,"30",1,1,4,2,2,2,2,1,1,"",1,"",5,2,2,2,2,1,2,5,"Auswirkungen des Gebets aufs Wohlbefinden, psychische Stabilität",1,"Die Fotos mit dem auf mich gerichteten Pistolenlauf haben mich irritiert",1,51,1,NA,8,9,31,41,81,12,90,104,17,21,414,NA,"19.03.2017 21:44",1,0,10,10,0,0,0.94,3,0.1806401239505556
388,NA,"s3xdbzqz",57,244769,"30.03.2017 08:54",5,4,4,2,4,1,1,2,6,1,3,6,2.333333333,4,4,1,4,4,4,2,5,2,4,4,1.666666667,1,3,5,"45",2,3,2,2,1,1,1,2,1,"",1,"",2,1,2,2,1,1,1,5,"Aufmerksamkeit",2,"",2,51,1,NA,7,8,25,57,69,7,68,45,12,7,305,NA,"30.03.2017 09:00",1,0,10,10,0,0,1.35,18,0.18699866849834734
206,NA,"u8pe2dmu",49,5795,"20.03.2017 02:00",3,1,3,3,3,5,4,5,4,3,3,6,4,4,5,2,3,4,2,3,4,2,4,3.666666667,2.333333333,1,4,5,"40",1,2,2,2,2,1,1,1,1,"",1,"",5,2,2,2,2,1,2,5,"Unklar, seltsame Fragestellungen",1,"Bilder und Töne, die langweilen, z.T. wiederholt...",2,51,1,NA,6,6,9,22,37,5,45,32,8,3,173,NA,"20.03.2017 02:03",1,0,10,10,0,0,2.09,71,0.1858251420607434
375,NA,"0mh7sn5w",49,523491,"27.03.2017 16:35",5,4,2,5,1.5,2,4,2,3,1,1,7,2.166666667,5,3,2,4,5,1,2,4,1,5,4.666666667,1.666666667,1,3,4,"",1,1,3,2,2,2,1,1,1,"",1,"",3,2,2,1,2,1,1,4,"Ob so etwas wie Gedanken Materie ""erzeugen""",1,"Konträre Bilder",2,52,1,NA,6,8,11,33,66,7,77,96,11,18,333,NA,"27.03.2017 16:41",1,0,10,10,0,0,1.31,16,0.1846626513945425
421,NA,"0up1zwhs",41,11246,"21.04.2017 07:05",3,5,3,5,2,1,1,2,3,1,1,7,1.5,5,4,1,5,5,3,1,5,1,5,5,1,1,4,5,"40",1,5,3,2,2,1,1,1,2,"Ständig: Nach dem Amen bete weiter",1,"",5,2,2,2,2,1,2,5,"Die Kraft des Gebets",1,"Was sollen die Bilder zu Beginn?",2,52,1,NA,24,11,30,80,154,5,120,77,11,14,526,NA,"21.04.2017 07:14",1,0,10,10,0,0,0.91,6,0.17716436268047656
278,NA,"3nzmckbm",48,232832,"20.03.2017 22:22",5,5,3,2,3.5,2,3,2,3,1,2,7,2.166666667,3,2,4,3,5,2,4,5,1,5,3.666666667,3,1,2,5,"46",1,1,2,2,2,1,1,1,1,"",1,"",1,2,1,1,1,1,1,4,"Offiziell, ob mein Gebet durch die Decke dringt. Inoffiziell: Ob ich ein positiv oder negativ denkender Mensch bin.",2,"",1,52,1,NA,9,9,35,59,87,5,66,119,11,17,417,NA,"20.03.2017 22:29",1,0,10,10,0,0,1.05,7,0.17528489175690473
347,NA,"4xq698wt",55,37419,"23.03.2017 18:59",5,5,4,2,4,2,2,2,2,2,2,6,2,4,4,1,4,5,1,2,2,4,5,4.333333333,2.333333333,1,4,5,"",2,2,4,2,2,1,2,1,2,"Gebetsgemeinschaft",1,"",2,2,1,2,1,1,1,5,"",2,"",1,52,1,NA,10,8,20,38,62,6,100,7,16,6,273,NA,"23.03.2017 19:04",1,0,10,10,6,5,1.51,67,0.1794054815244093
73,NA,"efpd7wpk",50,7664,"19.03.2017 12:58",5,3,2,3,2.5,4,3,3,3,3,1,5,2.833333333,4,3,2,3,4,2,2,3,2,4,3.666666667,2,1,3,5,"45",2,1,4,2,2,2,2,1,1,"",1,"",5,2,2,2,2,1,2,4,"das ist mir nicht klar geworden......",1,"die unklare Vorbereitung.
was haben die Bilder und Töne mit meinem gebet zu tun?
Warum schöne Bilder mit einem hellen Ton, negative mit einem Dunklen
Warum die Wiederholungen einzelner Bilder",1,52,1,NA,9,7,17,49,75,7,82,118,12,7,383,NA,"19.03.2017 13:04",1,0,10,10,0,0,1.26,15,0.17915376515097123
373,NA,"l13ljqjb",61,11669,"27.03.2017 00:59",5,3,3,3,3,5,5,5,5,4,4,5,4.666666667,4,3,4,4,3,3,2,3,2,4,4,2.666666667,1,2,5,"20",3,2,1,2,1,1,1,1,1,"",1,"",1,2,1,1,1,1,1,4,"Steigerung der Konzentrationsfähigkeit durch Beten. Entspannungszustand, Aufmerksamkeitslevel nach einer Übung wie Beten, was den Entspannungszustand verbessert und Nervösität und Unruhe ausgleichen kann - den Kopf freimacht.",1,"Die Frage nach der Wirkung der Bilder fehlt bis hierhin!",1,52,1,NA,7,8,16,45,61,6,121,270,12,25,571,NA,"27.03.2017 01:09",1,0,10,10,0,0,1.07,10,0.1895950174588539
352,NA,"mo7w4zrm",49,15994,"23.03.2017 22:58",5,4,3,2,3.5,3,1,6,4,2,6,5,3.666666667,3,3,4,3,4,1,5,4,2,2,2.666666667,3.666666667,1,2,5,"20",1,1,4,2,2,1,2,2,1,"",1,"",6,2,2,2,2,2,2,4,"Wie meine Einstellung zum Gebet ist, bzw. auch der Glaubensgeschwister",1,"In der Fotoserie wurden unterschiedliche Töne dargestellt zu verschiedenen positiven und negativen Bildern, wobei manche für mich nicht ganz nachvollziehbar waren",2,52,1,NA,7,7,13,35,67,6,79,108,10,15,347,NA,"23.03.2017 23:04",1,0,10,10,0,0,1.3,16,0.18840823301267018
396,NA,"o5k7bz52",47,24845,"04.04.2017 14:47",5,5,1,5,1,1,3,3,6,1,5,7,3.166666667,5,4,3,5,5,3,2,4,1,5,5,2,1,4,5,"15",1,4,4,2,2,1,2,2,1,"",1,"",4,2,2,1,2,1,2,5,"ob Gebet Einfluss auf die Geschehnisse hat, d.h. Dinge geschehen, weil gebetet wurde oder Dinge geschehen nicht, weil nicht gebetet wurde,
Zusammenhang Persönlichkeitsprofil betender und nichtbetender Menschen",2,"",1,52,1,NA,17,12,58,107,160,10,261,292,17,58,992,NA,"04.04.2017 15:04",1,0,10,10,0,0,0.53,0,0.1854649851722345
226,NA,"sn0209nd",47,276598,"20.03.2017 11:47",5,3,2,4,2,1,4,7,4,1,1,7,3,5,3,2,3,5,2,3,3,2,5,4.333333333,2.333333333,1,4,5,"50",1,2,5,2,2,1,2,1,2,"Psalmen",2,"Kirchenlieder",4,2,1,2,2,1,2,5,"Ob Beten den Menschen der betet, verändert",2,"",1,52,1,NA,9,13,25,55,85,48,127,71,12,19,424,NA,"20.03.2017 11:55",1,0,10,10,0,0,0.86,1,0.18259810681752342
99,NA,"xrzdclka",48,10213000,"19.03.2017 17:01",5,4,3,2,3.5,5,5,7,5,2,5,5,4.833333333,3,2,3,4,5,4,3,3,2,4,3.666666667,2.666666667,1,4,5,"40",1,2,3,2,2,2,1,1,1,"",1,"",5,2,2,2,2,2,1,5,"Auswirkungen des Gebets auf Lebenseinstellungen",2,"",2,52,1,NA,6,6,20,54,73,5,83,35,12,17,311,NA,"19.03.2017 17:06",1,0,10,10,0,0,1.35,17,0.18063112187403652
425,NA,"3dopgyg1",55,6730,"21.04.2017 23:30",5,4,2,3,2.5,5,4,5,4,2,4,5,4,3,4,3,4,4,3,2,3,2,4,3.666666667,2.333333333,1,4,5,"50",1,1,4,2,2,1,2,2,1,"",1,"",4,2,2,1,2,1,2,4,"",-9,"",1,53,1,NA,17,18,33,74,96,13,122,13,19,9,414,NA,"21.04.2017 23:37",1,0,10,10,6,5,1.05,29,0.18496432614056643
160,NA,"974msvfw",52,17324,"19.03.2017 21:29",5,4,2,4,2,2,2,3,3,1,2,6,2.166666667,5,4,3,4,4,2,3,4,2,4,4.333333333,2.666666667,1,4,5,"40",1,2,3,1,2,1,2,1,2,"Sprachengebet/Zungenrede",1,"",6,2,2,2,2,2,2,5,"Wie wirkt sich Stress auf mich aus, bleibe ich gelassen, wie assoziiere ich Bild  und Ton, Emotionen, erwarte ich positives weil ich bete,...",1,"Manche Töne korrespondierten nicht richtig mit den Bildern",2,53,1,NA,9,13,28,97,109,7,160,294,14,87,818,NA,"19.03.2017 21:43",1,0,10,10,0,0,0.7,1,0.1865542838142101
264,NA,"dqx5d9b7",52,797351,"20.03.2017 20:26",5,5,2,2,3,2,3,2,2,2,2,6,2.166666667,4,4,3,3,4,3,3,4,4,4,3.666666667,3.333333333,1,3,3,"",2,2,2,2,1,1,1,2,1,"",1,"",3,2,2,1,1,1,2,4,"",2,"",1,53,1,NA,19,10,29,43,69,7,59,15,18,21,290,NA,"20.03.2017 20:31",1,0,10,10,3,2,1.2,25,0.1881726062671644
120,NA,"ealrh7yd",56,6030,"19.03.2017 18:20",5,3,2,4,2,2,3,2,2,1,2,6,2,3,2,2,3,5,3,4,2,2,2,2.666666667,2.666666667,1,4,5,"40",1,3,4,2,2,2,2,1,1,"",1,"",5,2,2,2,2,1,2,5,"",1,"ich verstehe die Bilder nicht, zumal sie sich wiederholt haben ",1,53,1,NA,7,10,17,36,61,5,73,30,14,5,258,NA,"19.03.2017 18:24",1,0,10,10,3,2,1.57,33,0.19388454757424214
431,NA,"g1rcm887",54,9680,"24.04.2017 06:53",5,3,3,3,3,1,2,3,2,1,2,1,1.833333333,3,3,2,4,3,4,2,4,2,4,3.666666667,2,1,4,5,"30",1,2,2,2,1,2,1,1,1,"",1,"",3,2,2,2,1,1,1,5,"",2,"",1,53,1,NA,10,16,32,61,95,12,108,14,24,9,381,NA,"24.04.2017 07:00",1,0,10,10,3,2,1.11,27,0.1977128168164669
20,NA,"glnoufrf",52,495283,"18.03.2017 22:26",5,4,2,3,2.5,3,5,3,2,2,4,7,3.166666667,4,3,3,4,4,4,5,3,3,4,4,3.666666667,1,4,5,"40",1,3,3,2,2,1,2,1,1,"",1,"",3,2,2,1,1,1,2,5,"ob Gebet etwas bewirkt?",1,"für mich ist Gebet nicht messbar, sondern es geht für mich um meine persönliche Beziehung zu meinem Papa im Himmel.
Ausserdem ist mir Fürbitte sehr wichtig.",1,53,1,NA,13,15,19,72,102,17,127,110,21,28,524,NA,"18.03.2017 22:35",1,0,10,10,0,0,0.73,1,0.19951817515476192
357,NA,"qces7nyh",47,7329,"24.03.2017 15:47",5,5,3,3,3,4,1,4,1,1,4,4,2.5,4,4,2,3,3,1,1,4,1,4,3.666666667,1.333333333,1,3,4,"",1,1,2,2,2,1,1,1,1,"",1,"",4,2,2,1,2,1,2,5,"In wie weit sich der Mensch durch Bilder und Töne konditionieren lässt. Und vermutlich auch, ob Gebet lediglich Einbildung oder psychologisch wirksam ist.",1,"Die Fragen passten nicht zu der Erwartung, die ich nach der Konditionierung mit den Bildern hatte.",2,53,1,NA,6,5,14,36,55,7,72,114,11,35,355,NA,"24.03.2017 15:53",1,0,10,10,0,0,1.29,18,0.19626937903851147
353,NA,"ssul8xb2",51,46254,"24.03.2017 08:39",5,4,3,3,3,3,2,5,2,4,3,6,3.166666667,3,2,1,4,5,2,3,4,2,5,4,2,1,3,5,"53",2,1,2,1,2,1,1,1,2,"",1,"",1,2,1,1,1,1,1,5,"Die Kraft/Vollmacht des Gebets
Ob es GOTT tatsächlich gibt,
oder nur subjektiv empfunden wird.
Ich habe GOTT erlebt, auch wenn ich nicht die totale Vollmacht habe!!!",2,"",1,53,1,NA,13,14,31,151,136,12,131,115,16,29,648,NA,"24.03.2017 08:49",1,0,10,10,3,3,0.66,0,0.19702135952511035
215,NA,"ug6t3huk",50,13120,"20.03.2017 08:28",4,5,3,5,2,4,3,5,4,2,1,6,3.166666667,5,3,1,5,5,3,1,5,1,5,5,1,1,4,4,"",1,3,5,2,2,1,2,1,2,"Psalmen",2,"Lobpreis frei gebetet",4,2,2,1,2,1,2,5,"Wie Gebet wirkt, welchen EInfluss es hat",1,"Die Bilder am Anfang",2,53,1,NA,13,8,40,101,104,9,171,86,23,33,588,NA,"20.03.2017 08:38",1,0,10,10,0,0,0.73,1,0.1967617443339235
242,NA,"uuuku55n",47,9617,"20.03.2017 16:27",5,5,2,4,2,2,3,4,2,2,2,6,2.5,5,4,3,4,4,4,2,4,2,4,4.333333333,2.333333333,1,4,5,"50",1,2,5,2,2,2,2,2,1,"",1,"",5,2,2,1,2,2,2,5,"Auswirkungen auf Gesundheit und Psyche.",2,"",2,53,1,NA,11,13,22,49,74,6,83,42,13,22,335,NA,"20.03.2017 16:33",1,0,10,10,0,0,1.09,7,0.1935812164821479
279,NA,"vnhoot5s",55,11748,"20.03.2017 22:29",5,1,2,4,2,6,5,6,5,2,2,6,4.333333333,4,3,3,4,4,4,3,3,2,4,4,2.666666667,1,3,5,"36",1,1,2,2,2,1,1,1,1,"",1,"",4,1,2,2,2,1,2,4,"Gebet",1,"bin unklar, was die Bilder mit dem Gebet zu tun haben",1,53,1,NA,12,12,22,51,69,15,108,61,19,36,405,NA,"20.03.2017 22:35",1,0,10,10,0,0,0.87,3,0.1985011619928021
416,NA,"0d9rvn6t",48,2256022,"19.04.2017 21:27",5,5,5,3,4,1,1,3,3,1,1,1,1.666666667,4,2,1,4,4,2,2,3,1,5,4.333333333,1.333333333,1,4,5,"23",1,3,6,2,2,1,2,2,2,"in Zungen",2,"eigene Lieder kreieren",6,2,2,2,2,2,2,5,"ob mein Gebet vorhin eine Auswirkung auf das Anschauen der Bilder hatte und eine Studie wie Gebet auf die Seele wirkt",2,"",1,54,1,NA,14,11,34,58,106,13,195,146,19,20,616,NA,"19.04.2017 21:37",1,0,10,10,0,0,0.72,0,0.19624096203080432
418,NA,"39s7vubw",53,618034,"20.04.2017 11:12",5,5,3,4,2.5,1,1,4,1,1,1,7,1.5,4,3,2,4,4,3,2,3,2,4,4,2,1,4,5,"50",1,2,4,2,2,1,2,1,2,"kreativ z.b. malen",1,"",4,2,2,2,2,1,1,5,"Die Auswirkungen des Gebets auf den Betenden und dessen Umgebung ",2,"",1,54,1,NA,11,7,24,55,85,13,127,97,16,19,454,NA,"20.04.2017 11:19",1,0,10,10,0,0,0.91,2,0.19909654910676952
184,NA,"b9raeps4",52,130746,"19.03.2017 22:51",5,4,2,3,2.5,3,2,4,4,3,2,2,3,4,3,2,4,3,2,4,3,2,4,4,2.666666667,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Die Kraft, durch Beten/Zwiegespräch mit Gott Unglück auszuhalten und aus den guten Erfahrungen zu schöpfen.",1,"Die Darstellung von Gewalt direkt auf mich gerichtet.",1,54,1,NA,11,13,21,63,94,9,NA,160,16,19,406,NA,"19.03.2017 22:58",1,0,10,10,0,0,0.84,1,0.2009433520284043
103,NA,"gvz411n6",51,288100,"19.03.2017 17:26",3,4,3,2,3.5,3,2,2,4,4,1,7,2.666666667,2,3,2,2,4,2,3,4,4,3,2.333333333,3,1,3,4,"",1,1,4,2,1,2,2,2,1,"",1,"",3,2,2,1,2,1,1,4,"Dikrepanz zwischen subjketiver Selbsteinschätzung und ""objektiverer"" Einschätzung ",1,"",2,54,1,NA,24,11,30,72,129,12,95,77,13,15,478,NA,"19.03.2017 17:33",1,0,10,10,3,3,0.83,1,0.20174318704322952
285,NA,"jlrgdz2x",51,479736,"21.03.2017 06:54",5,5,2,4,2,2,2,1,2,1,1,7,1.5,5,3,1,5,5,2,1,5,1,5,5,1,1,4,5,"20",2,1,3,1,2,1,2,2,1,"",1,"",3,2,1,1,2,1,2,5,"ob gläubige Menschen die beten und eine Verbindung zu Gott haben, ein zufriedeneres und fröhlicheres Leben trotz Widrigkeiten haben als menschen die nicht beten",1,"so viele bedrohungsszenarien mit zähnefletschenden Schäferhunden und es war immer der gleiche hund",1,54,1,NA,6,8,15,30,60,8,49,140,10,23,349,NA,"21.03.2017 06:59",1,0,10,10,0,0,1.29,18,0.202551450595938
