"ï..CASE","STARTED","self","Geschlecht","Alter","Orientierung","IN03_41","IN03_42","IN03_43","IN03_44","IN03_45","IN03_46","IN03_47","IN03_48","IN03_49","IN03_50","IN03_51","IN03_52","IN03_53","IN03_54","IN03_55","IN03_56","IN03_57","IN01_01","IN01_02","IN01_03","IN01_04","IN01_05","IN01_06","IN01_07","IN01_08","IN01_09","IN01_10","IN01_11","IN01_12","IN01_13","IN01_14","IN01_15","IN01_16","IN01_17","IN01_18","IN01_19","IN01_20","IN04_21","IN04_22","IN04_23","IN04_24","IN04_25","IN04_26","IN04_27","IN04_28","IN04_29","IN04_30","IN04_31","IN04_32","IN04_33","IN04_34","IN04_35","IN04_36","IN04_37","IN04_38","IN04_39","IN04_40","IN02_21","IN02_22","IN02_23","IN02_24","IN02_25","IN02_26","IN02_27","IN02_28","IN02_29","IN02_30","IN02_31","IN02_32","IN02_33","IN02_34","IN02_35","IN02_36","IN02_37","IN05_01","IN05_02","IN05_03","IN05_04","IN05_05","IN05_06","IN05_07","IN05_08","IN05_09","IN05_10","IN05_11","IN05_12","IN05_13","IN05_14","IN05_15","IN05_16","IN05_17","IN05_18","IN05_19","IN05_20","Ziele","IntimitÃ.t_Bindung","Geselligkeit","Anderen_helfen","Hilfe_bekommen","Anerkennung_WertschÃ.tzung","Ãœberlegensein_Imponieren","Autonomie","Leistung","Kontrolle","Bildung_Verstehen","Glauben_Sinn","Leben_auskosten","Selbstvertauen_Selbstwert","Selbstbelohnung","Alleinsein_Trennung","GeringschÃ.tzung","Erniedrigung_Blamage","VorwÃ.rfe_Kritik","AbhÃ.ngigkeit_Autonomieverlust","Spannungen","sich_verletzbar_machen","Hilflosigkeit_Ohnmacht","Versagen","INK_AnnÃ.herung","INK_Vermeidung","INK_GES","IAT","Ink_hoch","bf","date"
552,"12/21/2017 15:39:46",4,1,22,1,5,5,5,5,5,5,5,5,4,5,4,3,5,3,5,4,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,5,5,5,5,3,4,4,5,4,5,5,5,5,4,5,5,5,1,1,1,2,1,2,1,2,1,2,2,1,3,3,1,1,3,1,5,1,2,1,1,1,2,3,1,1,1,1,3,1,5,2,2,2,2,1,"herrauszufinden, wie ich mich in letzter Zeit gefÃ¼hlt habe und wie ich mich selbst einschÃ¤tze",3,1.25,2,1.75,1.25,1,1,1.25,1,1,1.5,1.4,1.75,1,2.4,1.4,2.25,3.33333333333333,1,2,2.33333333333333,1,1,1.43928571428571,1.85740740740741,1.64834656084656,NA,0,NA,"2017/12/21 15:39:46"
560,"6/15/2018 8:48:34",5,1,25,1,5,5,4,5,3,4,5,4,5,5,4,5,5,4,5,4,5,4,5,5,5,3,4,2,2,4,3,4,4,4,3,2,4,5,5,4,5,4,5,3,4,5,3,4,5,4,5,4,3,4,5,4,5,3,5,3,2,1,2,1,1,1,2,2,2,1,1,2,3,1,1,1,1,1,1,3,3,1,1,1,2,1,1,2,1,2,2,1,5,1,2,1,1,1,"SelbsteinschÃ¤tzung in Bezug auf Selbstsicht, Selbstvertrauen, zwischenmenschliche Beziehungen",2.4,2,2,1.75,1.25,3.25,1.25,1,2,1.75,1.75,2,1.25,3,2.2,1.2,1,1.33333333333333,1,1.75,2.66666666666667,1.25,1.75,1.90357142857143,1.57222222222222,1.73789682539683,NA,0,NA,"2018/06/15 08:48:34"
561,"6/15/2018 9:58:26",6,2,20,1,4,3,3,5,4,4,4,5,2,5,3,5,5,3,5,5,4,4,4,4,5,3,3,3,4,5,4,4,5,5,3,1,4,5,5,3,1,3,5,5,5,4,5,2,3,5,5,5,4,3,4,3,4,4,5,5,1,2,2,1,1,1,2,1,3,1,2,1,2,2,1,2,1,2,2,3,3,1,2,1,2,2,1,2,1,1,2,3,5,2,3,2,2,1,"Herauszufinden, wie zufrieden ich bin.",4.4,1.5,2.5,3.25,1.75,2,1,1.75,1.5,1.75,1.75,1.4,2,2,2.4,2,1.5,2,1.4,1.75,2.66666666666667,1.5,1.5,2.03928571428571,1.85740740740741,1.94834656084656,NA,0,NA,"2018/06/15 09:58:26"
562,"6/15/2018 9:59:53",5,2,19,3,4,5,5,5,3,4,4,5,4,5,5,4,3,4,4,5,5,2,5,4,4,3,5,3,4,4,3,4,4,5,3,3,3,4,3,4,1,5,5,4,5,5,4,1,4,4,5,4,5,5,4,5,4,4,4,4,1,4,5,2,3,5,4,1,4,2,3,5,5,5,5,5,5,2,5,4,5,5,3,4,4,3,3,5,4,4,5,5,4,5,5,4,4,1,"Die Analyse des Menschen im Zusammenhang seines Geschlechts und seiner SexualitÃ¤t",3.8,1.25,1,1.75,2,2.25,1.75,1.5,3,2.25,1.75,1.8,1.5,2.33333333333333,3.6,3.4,3.5,5,3.4,3.75,5,5,4,1.9952380952381,4.07222222222222,3.03373015873016,NA,1,2.9543776817279648,"2018/06/15 09:59:53"
563,"6/15/2018 15:47:52",4,2,23,1,2,4,3,5,5,5,4,5,4,5,4,3,4,3,3,4,5,4,3,4,5,5,4,1,3,3,3,4,5,5,4,2,4,2,5,5,1,4,3,5,3,4,5,2,4,5,2,4,5,4,4,5,4,5,4,4,1,1,2,2,1,2,1,1,1,2,3,1,4,1,3,1,2,1,1,2,4,2,3,1,2,4,1,1,3,1,2,2,5,3,4,1,1,2,"Beurteilung von positiven und negativen Ereignissen erfassen",4,1,2,2.25,1.75,2,2.5,3,2,1.75,2.75,1.8,2,1.33333333333333,2.8,1.4,2.25,2,1.8,1.25,4,2,1,2.15238095238095,2.05555555555556,2.10396825396825,NA,0,NA,"2018/06/15 15:47:52"
565,"6/15/2018 16:00:56",7,2,19,1,5,1,2,3,3,2,4,1,3,2,3,2,3,1,1,5,5,3,5,4,5,4,2,1,3,3,3,5,4,1,2,1,3,4,3,2,1,2,5,5,5,4,5,1,3,1,5,5,4,4,4,4,5,5,4,3,1,1,3,1,2,1,1,1,1,2,1,2,3,2,1,1,3,2,2,5,3,2,5,4,1,1,2,1,2,1,1,1,4,1,2,1,1,2,"Wie das emotionale Befinden Einfluss auf die Aufmerksamkeit nimmt<br>",5,4.25,2.5,4,1.5,2.75,2.5,1,3,2.5,3.75,2.6,1.75,2,3.8,1.2,1,1.33333333333333,2.2,1.25,2.66666666666667,1.75,1.5,2.79285714285714,1.85555555555556,2.32420634920635,NA,1,3.4083699983119815,"2018/06/15 16:00:56"
566,"6/15/2018 16:49:56",5,1,20,1,5,5,5,5,3,3,5,5,5,5,5,4,5,3,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,"wie sehr lÃ¤sst sich das gehirn von positiven und negativen eindrÃ¼cken beeinflussen?",1,1,1,1.5,1,1.75,1,1.25,1,1.5,1.25,1,1,1,1,1,1,1,1,1,2.33333333333333,1,1,1.16071428571429,1.14814814814815,1.15443121693122,NA,0,NA,"2018/06/15 16:49:56"
567,"6/15/2018 16:50:34",4,1,19,1,4,3,3,5,3,3,5,4,3,5,5,5,3,2,3,5,5,4,2,5,5,3,3,3,4,2,2,5,3,5,2,3,3,3,5,2,3,5,4,4,5,5,3,4,5,5,4,3,4,5,5,5,3,3,4,5,3,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,1,3,2,4,1,1,1,3,1,1,1,2,1,1,3,3,3,2,1,1,1,"Unterbewusstsein hervorrÃ¼cken zu lassen",2.8,1.25,1,3.5,1,2.75,2.5,2.75,2.25,2.25,1.5,3,1,3,1.6,1,1,2.33333333333333,1.6,1.75,2.66666666666667,1.5,1,2.18214285714286,1.60555555555556,1.89384920634921,NA,0,NA,"2018/06/15 16:50:34"
568,"6/15/2018 17:41:17",3,1,21,1,3,4,4,5,2,4,4,4,4,4,3,3,4,3,3,3,2,4,4,4,5,4,3,3,3,4,3,4,4,4,4,3,4,5,4,3,1,3,3,4,3,4,4,1,3,4,4,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,2,1,2,2,2,1,3,1,2,1,2,1,1,2,1,2,4,1,3,1,1,1,"personlickeitsmerkmale und neigung zu emotionalen gefarbung wahrzunehmen",4,2,3,2.5,1.75,3.25,1.5,2.5,2,2,2.5,2.6,3,2,2.4,1,1,1.33333333333333,1.2,1.25,2.66666666666667,1,2,2.47142857142857,1.53888888888889,2.00515873015873,NA,0,NA,"2018/06/15 17:41:17"
569,"6/15/2018 17:41:32",7,1,24,1,4,4,4,4,2,3,4,4,4,4,3,2,4,2,3,4,3,4,4,4,5,3,2,5,2,4,3,4,4,3,2,4,4,3,4,3,5,2,3,2,3,3,3,4,3,4,2,3,4,4,4,3,3,2,4,4,5,2,2,1,1,2,2,1,3,1,2,3,4,2,2,2,4,2,3,2,1,3,2,2,2,1,2,1,3,2,2,2,1,1,4,1,2,2,"SelbstwertgefÃ¼hl, SelbsteinschÃ¤tzung beinflussen durch WÃ¶rter die Stimmungen/ GefÃ¼hle hervorrufen",1.6,2.5,2.75,2.75,1.75,3.25,2.25,2.5,2,3,2.5,3,2.75,4,2,2,1.25,2,2,1.5,3,2.25,2.5,2.61428571428571,2.05555555555556,2.33492063492063,NA,1,3.9560773723278997,"2018/06/15 17:41:32"
572,"6/15/2018 19:40:34",7,1,30,1,5,3,2,4,2,4,4,4,2,4,4,2,4,1,3,5,4,5,5,5,4,4,3,2,3,4,4,4,2,3,3,2,4,4,4,2,4,5,5,3,5,3,3,3,5,4,5,3,3,5,4,4,3,3,4,5,3,1,3,1,1,1,1,2,1,3,3,1,5,2,4,2,1,2,4,4,2,4,4,2,3,1,1,1,2,1,2,1,4,1,4,1,1,2,"Aufmerksamkeit und Zusammenhang mit psychischer Verfassung",3,2.25,1.25,4.25,2,3,2,1.5,1.5,1.75,3.25,3.2,1.25,3,3.2,1.6,1,2.33333333333333,1.6,2,3.66666666666667,3.25,1,2.37142857142857,2.18333333333333,2.27738095238095,NA,1,4.620578240034854,"2018/06/15 19:40:34"
573,"6/15/2018 19:42:34",5,2,25,1,2,4,4,4,3,3,4,5,4,5,3,3,3,3,5,4,5,5,2,5,5,4,5,1,4,5,5,5,5,2,4,5,5,5,5,5,5,4,2,5,5,5,5,5,5,2,1,5,5,5,5,2,2,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,"KonzentrationsfÃ¤higkeit der Menschen. Nimmt der Mensch das leben eher positiv oder negativ wahr?",1.2,3.25,2,2,1.25,1.75,1.25,4,1.5,2.75,2.5,1,1,1.33333333333333,1.6,1.4,1,2,1.2,1,1,1,1,1.91309523809524,1.24444444444444,1.57876984126984,NA,0,NA,"2018/06/15 19:42:34"
574,"6/15/2018 19:43:20",5,2,28,1,4,4,4,5,1,4,4,4,4,5,4,4,3,4,3,4,3,5,4,3,4,4,4,5,2,5,3,5,5,4,4,5,4,4,3,2,5,5,4,5,4,5,3,5,2,4,5,4,3,4,4,4,3,4,4,5,5,2,1,1,1,1,2,1,1,2,3,2,3,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,2,1,2,1,1,1,4,1,2,1,"keine Ahnung",1.2,2,1.75,2.5,1.75,3.75,1.5,2.25,1.75,2,1.25,2.2,3,1.66666666666667,1.4,2.2,1,1.33333333333333,1.2,1,3.33333333333333,1,1.25,2.04047619047619,1.52407407407407,1.78227513227513,NA,0,NA,"2018/06/15 19:43:20"
575,"6/15/2018 19:43:56",4,1,26,1,4,5,4,5,4,4,4,5,4,4,3,3,4,2,4,4,4,4,4,5,5,4,5,5,4,5,4,4,4,5,5,4,5,5,4,4,5,3,4,4,5,5,4,5,4,4,5,5,4,4,4,4,5,4,4,4,4,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,"Reaktionen, Reize",1.4,1.5,2.5,2.5,1.75,2,1.25,1.75,1.75,1.75,1.75,1.6,1.5,1.66666666666667,1.2,1,1,1,1.2,1.25,2,1,1,1.76190476190476,1.18333333333333,1.47261904761905,NA,0,NA,"2018/06/15 19:43:56"
576,"6/15/2018 19:44:34",7,1,21,1,3,4,3,4,2,4,4,3,4,3,3,3,3,3,4,4,4,4,3,3,4,4,4,3,2,4,4,4,5,2,4,4,2,4,4,2,1,4,3,4,4,4,4,2,4,3,4,4,4,3,4,2,3,4,4,3,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,3,2,2,2,1,1,2,1,2,1,2,1,1,1,4,2,3,1,1,1,"Untersuchen ob jemand depressive Tendenzen hat",3.6,3.5,2.5,3,2,3,2,3,3,2,2.75,1.8,2.25,2,2.2,1,1,2,1.2,1.5,2,1.25,1.25,2.6,1.48888888888889,2.04444444444444,NA,0,NA,"2018/06/15 19:44:34"
577,"6/15/2018 19:47:13",7,2,22,3,3,4,4,3,2,3,3,3,4,1,3,1,4,3,2,4,3,5,4,2,4,3,2,1,1,5,3,3,2,2,1,3,3,5,4,5,1,3,2,1,3,2,2,3,1,3,3,2,2,5,4,3,4,4,4,5,1,3,4,2,2,2,1,1,3,3,2,4,3,4,2,4,3,4,2,2,1,1,5,3,1,4,2,3,3,3,2,4,3,3,4,2,4,3,"Keine Ahnung",3.6,3.25,2.25,2,2.5,4,1.75,2.75,1.75,2.75,4.75,4,3.75,4,3.2,2.8,2.5,2.33333333333333,3,2.25,2.66666666666667,2.75,3,3.07857142857143,2.72222222222222,2.90039682539683,NA,1,5.431392506124746,"2018/06/15 19:47:13"
578,"6/15/2018 19:47:41",6,1,20,1,4,3,4,5,2,5,3,3,3,2,4,3,4,2,2,4,2,3,4,4,4,5,3,4,3,4,4,4,3,3,2,1,4,5,5,2,1,4,5,4,2,2,2,1,3,3,5,3,3,4,4,3,4,4,4,3,1,1,3,1,1,1,1,1,2,2,1,5,2,3,1,4,2,1,2,3,1,2,4,1,2,2,3,3,1,3,1,1,4,1,3,1,1,1,"Untersuchung emotionaler ZustÃ¤nde und damit verbundene kognitive Funktionen",4.6,3,2,3.25,2.25,3,1.5,1.75,2.5,1,3.25,3.4,3.25,2.66666666666667,3,1,1.25,1.33333333333333,1,2.25,2,2.5,3.25,2.67261904761905,1.9537037037037,2.31316137566138,NA,1,5.940104270838026,"2018/06/15 19:47:41"
579,"6/15/2018 19:53:05",5,2,19,1,4,1,4,5,3,4,4,2,2,5,2,3,4,3,3,3,4,4,4,4,5,4,4,4,2,4,4,4,4,2,1,2,3,4,5,1,1,4,4,2,4,4,3,1,4,2,5,3,3,4,4,4,3,2,5,4,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,"aÃ¼ssere einflÃ¼sse auf einschÃ¤tzuungsvermÃ¶gen",4.8,3.5,2.75,3.5,1.75,3,1.5,2.25,2.25,1.5,2,2.6,2,4.33333333333333,1.8,1,1.25,1,1.4,1,1.33333333333333,1.75,1.25,2.6952380952381,1.30925925925926,2.00224867724868,NA,0,NA,"2018/06/15 19:53:05"
580,"6/19/2018 16:46:39",5,2,19,3,1,4,4,4,3,3,3,3,3,2,4,3,2,2,2,2,3,4,2,3,4,3,1,3,3,3,3,4,2,2,2,2,4,4,4,3,5,4,2,3,2,2,2,4,3,2,2,2,4,4,4,2,2,3,3,4,4,2,4,2,3,3,2,1,1,2,4,5,2,2,2,1,2,2,3,4,4,4,4,3,3,1,4,3,3,3,3,2,1,2,2,2,2,2," ",2.2,3.75,2.5,3,2.25,2.75,2.5,4.25,2.5,3,3.5,4.2,3.25,3.33333333333333,2.6,2.4,2,2.66666666666667,2.6,2.25,2.66666666666667,2.75,3.25,3.0702380952381,2.57592592592593,2.82308201058201,NA,1,5.943347504710984,"2018/06/19 16:46:39"
581,"6/19/2018 16:47:08",6,1,26,1,4,4,4,5,3,3,5,5,4,5,2,3,4,3,4,5,5,5,4,5,5,4,4,3,4,5,3,4,5,4,4,3,5,5,5,5,2,4,5,4,5,5,4,4,5,5,4,4,5,4,5,5,4,5,5,5,3,1,1,1,1,2,1,1,1,1,1,1,2,1,3,2,3,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,4,1,2,1,1,1,"Die Wirkung von PersÃ¶nlichkeitsmerkmalen auf die Reaktionsgeschwindigkeit",2.8,1.25,2.25,2,1.25,2.25,1,1.75,1.25,2,2,1.8,1,1.66666666666667,2,1,1.25,1.33333333333333,1.2,1.25,2,1.75,1,1.73333333333333,1.42037037037037,1.57685185185185,NA,0,NA,"2018/06/19 16:47:08"
582,"6/19/2018 16:48:35",5,2,30,1,3,4,4,5,4,4,5,5,4,4,1,5,4,4,4,4,4,4,3,4,5,5,5,5,4,4,2,4,4,4,4,4,4,4,5,5,1,3,3,4,4,4,4,4,4,5,5,4,4,4,4,5,3,4,3,3,1,1,1,1,1,1,1,2,2,2,1,1,5,4,1,1,1,1,3,2,4,1,3,2,1,1,2,3,4,3,3,3,4,1,4,1,1,1," ",3.2,1.25,3,1.75,1.5,2.5,2,3,2.25,1.25,1.5,1.8,2,2,2.4,1,1,2.33333333333333,2.2,2.5,4.33333333333333,1,2,2.07142857142857,2.08518518518519,2.07830687830688,NA,0,NA,"2018/06/19 16:48:35"
583,"6/19/2018 16:48:53",3,1,25,1,3,5,5,5,3,4,4,5,5,5,4,1,4,5,5,5,5,4,3,4,5,3,5,2,4,5,2,4,5,4,4,3,4,5,3,5,5,3,4,4,5,5,5,5,5,4,4,5,4,3,4,4,3,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,3,5,4,3,4,1,3,1,1,2,1,1,2,2,5,1,2,1,1,1,"positive und negative Reaktion auf PersÃ¶nlichkeitsmerkmale",1.4,1.75,2.25,1,1.75,2.75,1,2.75,1.75,2.5,2.75,1,1.25,2,3.4,1,1,2,1.2,2,2.33333333333333,2.5,1,1.85,1.82592592592593,1.83796296296296,NA,0,NA,"2018/06/19 16:48:53"
584,"6/19/2018 16:49:20",4,1,24,1,2,5,4,5,1,2,5,5,4,5,4,2,4,1,5,5,5,5,4,5,5,4,5,1,1,5,3,4,5,4,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,4,2,5,3,3,5,4,3,5,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,"Den Einfluss der eigenen PersÃ¶nlichkeit und eigener GefÃ¼hle auf das Handeln zu untersuchen",1,1.75,2,2.75,1.25,4,1.5,2.75,1.25,2.75,2.75,1,1,1,1.2,1,1,1,1,1,1,1,1,1.91071428571429,1.02222222222222,1.46646825396825,NA,0,NA,"2018/06/19 16:49:20"
585,"6/19/2018 16:49:31",7,2,24,1,5,5,4,5,3,4,5,5,3,5,3,3,5,3,2,3,4,5,4,4,5,4,3,5,5,5,3,4,3,5,4,5,4,5,4,5,5,3,4,4,5,5,5,5,5,5,5,3,4,3,5,5,3,3,3,5,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1," ",1,1,3,2.25,1.25,2.25,1.5,2,1.25,1.75,1.5,2.8,1.5,2.33333333333333,1,1,1.5,2,1,1,1.33333333333333,1.25,1,1.81309523809524,1.23148148148148,1.52228835978836,NA,0,NA,"2018/06/19 16:49:31"
586,"6/19/2018 16:49:56",3,1,28,1,2,1,2,2,2,3,2,4,2,3,4,3,3,1,1,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,2,2,3,1,3,3,3,3,3,3,3,3,3,4,2,3,5,3,3,4,4,4,2,1,5,5,5,4,4,4,4,4,4,4,5,5,3,3,4,5,5,3,3,3,3,3,5,5,5,5,5,4,5,5,4,5,3,3,5,5,5,"das GedÃ¤chtnis zu testen",4.6,2.75,2.25,4,3.25,3.25,3.25,3,3.75,3,3,3.6,3.25,2.66666666666667,4,4.6,4.75,3.66666666666667,4.4,4.25,3.66666666666667,3.75,4.75,3.25833333333333,4.2037037037037,3.73101851851852,NA,1,4.827090654800211,"2018/06/19 16:49:56"
587,"6/19/2018 16:50:20",5,1,21,1,4,5,4,5,4,4,4,5,4,3,4,4,4,3,4,5,5,4,5,5,5,4,4,4,4,5,4,5,5,5,5,5,5,4,5,5,4,4,2,5,4,5,4,5,5,5,5,5,4,4,5,5,4,4,5,4,5,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,"<br>",1.2,1,1.75,2,1.25,2,1.25,2.25,1.75,1.5,2,1.6,1.25,1.33333333333333,1.2,1,1.25,1.33333333333333,1.2,1.5,2,1.25,1.25,1.58095238095238,1.33148148148148,1.45621693121693,NA,0,NA,"2018/06/19 16:50:20"
588,"6/19/2018 16:50:38",5,1,21,1,4,4,4,5,3,4,4,5,5,4,4,3,3,4,3,4,3,3,4,4,5,3,4,3,3,4,4,4,4,5,3,2,4,4,3,4,1,4,5,5,4,3,3,1,3,5,3,3,4,5,5,5,4,4,3,3,1,2,2,3,2,1,2,1,2,2,2,3,2,2,2,4,3,2,2,3,3,2,2,2,1,4,2,1,2,2,2,2,4,1,3,1,1,2,"Wie beeinflussen Charaktereigenschaften und PersÃ¶nlichkeitsmerkmale kognitive Funktionen",4.2,1,1.75,1.75,1.5,2.5,2,1.75,2.75,2.75,2.75,2.6,2.5,2,2.8,1.8,2.25,1.66666666666667,2,1.25,2.66666666666667,2.5,2.25,2.27142857142857,2.13148148148148,2.20145502645503,NA,1,4.828984081588018,"2018/06/19 16:50:38"
589,"6/19/2018 16:50:55",3,2,26,1,3,5,4,3,3,3,3,3,4,3,3,2,4,4,3,3,4,5,3,4,5,3,3,2,3,4,2,3,3,2,2,4,4,3,3,4,5,4,3,4,4,3,3,4,4,4,4,4,3,3,3,2,3,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,5,3,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,"?",1.6,3.25,2.75,2,2.5,3.25,2.75,3,1.75,2.75,3.5,2.8,2,3,2,1,1,1.33333333333333,1,1,2.33333333333333,1.5,1,2.63571428571429,1.35185185185185,1.99378306878307,NA,0,NA,"2018/06/19 16:50:55"
590,"6/19/2018 17:45:58",7,2,23,1,4,5,5,5,4,5,5,5,5,5,5,2,5,5,5,5,5,5,4,5,4,4,5,5,3,5,3,5,5,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,3,2,1,1,1,1,3,1,4,1,1,1,1,1,"wahrnehmung",1,2.25,1,1,1.25,2.25,1,1.75,1,1.75,1.75,1.2,1,1,1.6,1,1.25,2,1,1.75,1.66666666666667,1,1,1.37142857142857,1.36296296296296,1.36719576719577,NA,0,NA,"2018/06/19 17:45:58"
591,"6/19/2018 17:46:55",6,1,24,1,4,5,5,3,2,2,5,5,5,5,3,2,3,3,3,4,2,3,2,2,4,2,3,3,4,3,2,4,3,5,2,4,2,3,3,4,5,4,5,2,2,3,4,5,2,5,4,3,2,5,5,5,3,3,4,3,5,1,4,2,4,2,1,1,5,1,1,4,4,1,3,4,1,1,1,1,4,3,2,2,1,1,4,1,4,4,2,1,4,2,5,2,1,2,"negative GefÃ¼hle",1.2,1,2,1.75,1.5,3.5,2.75,2.5,3.25,3.25,2.75,2.8,4,3.66666666666667,1.8,1,1.75,1.66666666666667,2.6,1,4.33333333333333,3.5,4.25,2.56547619047619,2.43333333333333,2.49940476190476,NA,1,5.263206850313669,"2018/06/19 17:46:55"
592,"6/19/2018 17:48:01",3,1,26,1,4,5,5,3,4,4,5,5,5,5,4,5,2,4,1,4,2,4,3,3,5,3,2,5,4,2,4,5,2,5,4,3,4,5,5,5,5,5,5,4,3,5,5,5,3,5,5,4,5,5,5,5,3,4,5,5,5,1,2,2,1,1,2,2,4,1,2,2,5,2,3,3,1,1,2,1,4,3,1,2,1,2,1,1,2,3,1,1,1,1,5,1,1,1," ",1.4,1,1.5,1.25,1,1.75,2.25,2.25,2.25,1.75,1,3.2,3.25,2,1,1.4,1.5,1.33333333333333,1.4,1.5,4.66666666666667,2.75,2.5,1.84642857142857,2.00555555555556,1.92599206349206,NA,0,NA,"2018/06/19 17:48:01"
593,"6/19/2018 18:41:02",6,1,22,1,4,5,5,5,4,5,4,5,5,5,4,3,4,3,5,4,4,4,4,5,4,3,4,5,3,3,3,4,5,5,3,4,4,3,5,5,5,4,3,4,4,5,5,5,4,5,4,5,4,4,5,5,4,4,5,4,5,1,1,2,1,1,1,1,2,1,2,2,4,1,2,3,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,4,1,1,1,"positiver zusammenhang zwischen reaktion auf negative schriftzÃ¼ge bei negativer stimmung",1.2,1,2,1.5,1.75,2.5,2,2.25,2,1.75,1.5,1.2,1.75,2.33333333333333,1,1.2,1.5,2,1.6,1.25,3.33333333333333,2,2,1.76666666666667,1.76481481481482,1.76574074074074,NA,0,NA,"2018/06/19 18:41:02"
594,"6/19/2018 18:43:39",5,1,25,1,4,4,5,5,2,4,4,4,4,4,4,3,4,3,5,4,4,4,4,4,5,4,5,4,3,5,3,4,5,5,5,5,5,5,5,5,3,4,4,4,4,4,5,4,4,5,4,5,4,4,4,5,4,5,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,4,1,4,1,1,1,"Beeinflussung von WÃ¶rtern",2,1.25,2,1.75,1.75,3,1.25,2,1.75,1.75,2.25,1,2,1.33333333333333,2.6,1.2,1.25,1.33333333333333,1.6,1,2.33333333333333,1.5,1,1.79166666666667,1.53518518518519,1.66342592592593,NA,0,NA,"2018/06/19 18:43:39"
595,"6/19/2018 18:44:23",3,1,19,1,2,4,4,4,4,5,4,3,3,3,3,4,4,3,3,3,4,5,4,4,3,5,4,3,2,4,4,3,3,3,4,3,4,4,5,4,3,4,3,4,4,4,4,2,4,4,4,3,2,3,4,3,5,4,4,5,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,"den einfluss der validitÃ¤t der wÃ¶rter auf deren wahrnehmung zu untersuchen",3.2,2.75,2.75,2.5,2.5,3,2,2.5,1.5,1.25,2.5,2.6,2,2,1.2,1.4,1.5,1.66666666666667,1.8,1,1.66666666666667,1.5,1.75,2.36071428571429,1.49814814814815,1.92943121693122,NA,0,NA,"2018/06/19 18:44:23"
596,"6/19/2018 18:46:36",8,1,29,1,1,5,5,1,5,4,5,5,5,4,5,3,2,5,5,4,4,1,1,3,5,4,3,2,4,5,4,4,4,4,2,5,2,2,2,3,4,4,2,4,2,3,4,5,2,4,4,3,3,3,5,5,1,4,1,1,5,2,3,3,3,5,1,5,3,3,3,3,5,5,5,3,1,1,5,2,5,3,3,4,5,4,2,5,5,3,5,3,3,5,5,3,3,3,"Aufdecken von mÃ¶glichen psychischen Erkrankungen, Aggresionspotenzial, Wut, Trauer, AngstzustÃ¤nden, Motivation, Lebensmut, SuizidalitÃ¤t",1.2,1.5,2,1.5,1.25,2,3.75,4.75,4.5,2.5,3,2.2,3.25,2.66666666666667,2.4,2,3.75,5,3.6,5,5,3.5,2.75,2.57619047619048,3.66666666666667,3.12142857142857,NA,1,6.641959236739725,"2018/06/19 18:46:36"
